respondent_id,covid_vaccine
4757,0.33373973647045674
4758,0.30390518247798814
4759,0.3971200180330864
4760,0.25560334336643376
4761,0.14939321021247817
4762,0.7742180894211299
4763,0.5537778060066527
4764,0.8798874424842833
4765,0.9047246500209046
4766,0.3531283118756858
4767,0.3202669616934129
4768,0.9511220797558926
4769,0.7907833372187909
4770,0.28505828479585904
4771,0.2856132979942402
4772,0.460009105321012
4773,0.23856292099535326
4774,0.5142964666071669
4775,0.46972626390918293
4776,0.3674685766843574
4777,0.29378551432861005
4778,0.4435326558652538
4779,0.45620752356949873
4780,0.978957866150307
4781,0.017588076119365133
4782,0.15927019334344836
4783,0.6470132158045243
4784,0.19533997318199361
4785,0.29157574262728175
4786,0.815277720611043
4787,0.4314110304832554
4788,0.1807951038460671
4789,0.3674883816323706
4790,0.9698109828723813
4791,0.18882620147968882
4792,0.03415649765681568
4793,0.606236873112145
4794,0.9027266255500895
4795,0.0937577607756238
4796,0.12292957251493108
4797,0.45293915873724144
4798,0.8887735333906938
4799,0.17757674584942998
4800,0.08493069434912605
4801,0.1340648067925062
4802,0.3694755568075087
4803,0.06555040359664935
4804,0.5738982307655748
4805,0.14695186088273643
4806,0.17301541334044823
4807,0.08466032646048295
4808,0.5223357067409751
4809,0.5376021745858742
4810,0.659839918532934
4811,0.8502966476391148
4812,0.1942671804898554
4813,0.3247150373103965
4814,0.47600492872268574
4815,0.15078371591902195
4816,0.8397292388990115
4817,0.4701181603912519
4818,0.0839417647449894
4819,0.07151584056247733
4820,0.6485967436124054
4821,0.8025687926946283
4822,0.5719432401629221
4823,0.7138309494538118
4824,0.4921383244694168
4825,0.12496012124029342
4826,0.13201930991942123
4827,0.9491056196226672
4828,0.1418874344940523
4829,0.9260619525997145
4830,0.46796009238237607
4831,0.25843343886427733
4832,0.3805664509177782
4833,0.06234878310743404
4834,0.8899217626000334
4835,0.8229573983398034
4836,0.24161693093127004
4837,0.6583567241208322
4838,0.3977361065176707
4839,0.16571362337760387
4840,0.45247100142959945
4841,0.6066405732504538
4842,0.767381884016455
4843,0.05395590132391905
4844,0.22303267364036203
4845,0.07413789453628403
4846,0.34282499696786717
4847,0.11518054961287845
4848,0.10762482729647492
4849,0.5502167132174973
4850,0.14635843874347523
4851,0.3297140892083293
4852,0.2583578094125233
4853,0.1799064809705578
4854,0.821134472802629
4855,0.526854667021363
4856,0.5112995880379285
4857,0.2064168057348599
4858,0.8015398132565701
4859,0.08203460783963372
4860,0.1743393875040166
4861,0.06787747137479563
4862,0.32247573779924454
4863,0.158070872722464
4864,0.15926371782560778
4865,0.4899574957933731
4866,0.2872247543432576
4867,0.2912677744737566
4868,0.13371088317523844
4869,0.09587460739901599
4870,0.12165321722407026
4871,0.37659767688818635
4872,0.28677487951054564
4873,0.17871699190724263
4874,0.16615249396582293
4875,0.5583491338654885
4876,0.10104529725088968
4877,0.10343536164093164
4878,0.8020559222980072
4879,0.7777619299747432
4880,0.14780913920013422
4881,0.6495791567272924
4882,0.4660934239944443
4883,0.14058326471289923
4884,0.09729648336560086
4885,0.36958423505847154
4886,0.16318364509168454
4887,0.7273324990658546
4888,0.6536710587414112
4889,0.09015753876461721
4890,0.08861849155655514
4891,0.18149566161006275
4892,0.2712897152916442
4893,0.05248655976642451
4894,0.8638959333477787
4895,0.1980090077121838
4896,0.7895224129086608
4897,0.9649017136970982
4898,0.6837397541855923
4899,0.31117052094468883
4900,0.08732546114025869
4901,0.26286266601234476
4902,0.5190304477931154
4903,0.2479563627135746
4904,0.9652805810913557
4905,0.28378850133170597
4906,0.055227809727542515
4907,0.809181292551162
4908,0.5610672120795173
4909,0.5992968057196629
4910,0.30952787170646295
4911,0.42879924933707436
4912,0.06065802425406556
4913,0.9086343031099534
4914,0.11744638090986566
4915,0.8079544493499298
4916,0.2613942793497086
4917,0.12963572412606653
4918,0.3011064083508252
4919,0.08917430289858158
4920,0.4459765651282868
4921,0.6748355990081035
4922,0.11033879153588831
4923,0.574788793921712
4924,0.20853046393655061
4925,0.15709664938459392
4926,0.1117886069535287
4927,0.3697051548867831
4928,0.34143915254154045
4929,0.722463721091985
4930,0.2551217168532962
4931,0.8493981342863246
4932,0.2123098855422118
4933,0.9002196681087832
4934,0.17916695097220062
4935,0.3876370262678593
4936,0.3788297303747926
4937,0.3040192529379903
4938,0.9484404472018341
4939,0.1352234470066775
4940,0.5534717085054277
4941,0.8076847779747198
4942,0.8558649968113933
4943,0.5842574510624629
4944,0.11037572353802659
4945,0.9237616583796593
4946,0.49587541811681174
4947,0.7791132632875802
4948,0.2976859685154441
4949,0.38911339876797674
4950,0.49964252966397465
4951,0.15910956962147854
4952,0.19866913358503754
4953,0.3253042109566577
4954,0.41505863424108136
4955,0.12617397342463532
4956,0.34147727054776833
4957,0.9617156440910791
4958,0.44903961722700336
4959,0.09022926085334688
4960,0.4990258692548974
4961,0.7994530784002659
4962,0.5784645976070198
4963,0.5431325233026795
4964,0.6978221215162259
4965,0.557680626040498
4966,0.15094109138065478
4967,0.0604519125271828
4968,0.5626037435387538
4969,0.5337535838188895
4970,0.49037394561650305
4971,0.897905589082358
4972,0.749039687188219
4973,0.5051906374498525
4974,0.06534355484873867
4975,0.17507824308086944
4976,0.7832456737542398
4977,0.04416982436533275
4978,0.9134764037133319
4979,0.674650770949695
4980,0.16566899476712726
4981,0.40221421084675074
4982,0.533674237769283
4983,0.17132624423856976
4984,0.4854435002652346
4985,0.5408621300081912
4986,0.5264312408486733
4987,0.37766101853771644
4988,0.9346609212895398
4989,0.16868893419238687
4990,0.2661613224642457
4991,0.4021953185699179
4992,0.11688254442795562
4993,0.7558584097397025
4994,0.6317215753584078
4995,0.4147981905770641
4996,0.25211394698266293
4997,0.6501409555861455
4998,0.4722131411425858
4999,0.5935703157689658
5000,0.5378205808459705
5001,0.2980145273432263
5002,0.1632766499984269
5003,0.5409905732344704
5004,0.9168673639451734
5005,0.06356414010549981
5006,0.2013168760146161
5007,0.846641742764374
5008,0.10641113446487235
5009,0.2137445963873496
5010,0.11868774067670056
5011,0.5385122361939114
5012,0.3298719549460886
5013,0.28851371761244166
5014,0.0739675875802553
5015,0.08786000593926403
5016,0.24069278107469635
5017,0.7028552711121977
5018,0.9613500868295124
5019,0.0832358849417813
5020,0.3323739619654525
5021,0.46060868552273176
5022,0.883232545814279
5023,0.925700992167382
5024,0.20215795788181792
5025,0.2331786569031274
5026,0.24097290575601352
5027,0.5728190498350965
5028,0.18339633046313197
5029,0.013712247794503814
5030,0.8223618629588595
5031,0.5489561013912966
5032,0.41177156706668483
5033,0.260080731604157
5034,0.9034833806793948
5035,0.16596873392249858
5036,0.29134558846101866
5037,0.6358312220739347
5038,0.36558183256475985
5039,0.4004730561484891
5040,0.6526199082881337
5041,0.22011352197758705
5042,0.7178216512050527
5043,0.9233134443898464
5044,0.8707470734005633
5045,0.41140228430518844
5046,0.5532757184367949
5047,0.41105854736579606
5048,0.23658813364625966
5049,0.373113966147348
5050,0.2549180288463127
5051,0.8067205120347684
5052,0.9114310853780107
5053,0.057650217116848645
5054,0.32513445283820663
5055,0.3903545501365019
5056,0.3042923254932875
5057,0.24541230425620736
5058,0.4498395883236491
5059,0.8194316126023454
5060,0.7177862782994516
5061,0.11157936857312262
5062,0.2049716957317944
5063,0.17822357620841545
5064,0.22906785118520331
5065,0.03247967576534684
5066,0.797183221334037
5067,0.9274959425909617
5068,0.13778157821054332
5069,0.4168221332706291
5070,0.611464834462496
5071,0.5172933607079155
5072,0.7720403928837132
5073,0.12215166392034196
5074,0.9132695832544448
5075,0.9464408242927006
5076,0.4462638389277093
5077,0.5131392881805852
5078,0.1218202314667646
5079,0.9137659185066472
5080,0.17292539599949805
5081,0.3451878830127407
5082,0.06736114112702454
5083,0.8766823609929958
5084,0.8471370103049244
5085,0.2989576530635274
5086,0.6930522548797133
5087,0.08428088750833207
5088,0.4872935815796606
5089,0.8890213326050119
5090,0.035350160788846244
5091,0.1276771808061095
5092,0.2682248597604294
5093,0.23426010081887982
5094,0.649414353651269
5095,0.05425738976560504
5096,0.1459816119679801
5097,0.2069538099673472
5098,0.905493291759383
5099,0.22381186824939422
5100,0.2089351193152202
5101,0.17198826961149394
5102,0.7207508683988065
5103,0.13605908174007353
5104,0.07397825265201304
5105,0.24673410807681967
5106,0.4142332530344447
5107,0.895722237074223
5108,0.5449261058963607
5109,0.5021061808701228
5110,0.6697881845613136
5111,0.545794232662346
5112,0.3167959633271633
5113,0.8214108600611488
5114,0.13581707569579637
5115,0.4140039884017963
5116,0.2489608721680445
5117,0.28301787189974914
5118,0.39429973226355897
5119,0.5838814231453341
5120,0.7508165791368592
5121,0.5818671580876026
5122,0.3220237747057479
5123,0.4099574849201599
5124,0.2425974045745288
5125,0.1609795736629601
5126,0.15455013855980682
5127,0.6198426351082106
5128,0.28216062551173066
5129,0.19244442854627558
5130,0.5799999590665157
5131,0.6073291245975181
5132,0.030298299383668372
5133,0.25035148288716674
5134,0.25469470130360977
5135,0.346513788690923
5136,0.62529903596676
5137,0.8934548296014846
5138,0.7188319096745578
5139,0.9334412721127708
5140,0.8936394581433172
5141,0.849361155007156
5142,0.14650151744067866
5143,0.049488668425170225
5144,0.3106326964053926
5145,0.6171180961100757
5146,0.15565536445559672
5147,0.2500539921056971
5148,0.31579226818633843
5149,0.9030559400806771
5150,0.1404462181314918
5151,0.6901061564814643
5152,0.9250140820355811
5153,0.2981742841259127
5154,0.8949233016542336
5155,0.7056488249095062
5156,0.9813116619860732
5157,0.00962542148203022
5158,0.6122836137905586
5159,0.5537688004657819
5160,0.9729973565017558
5161,0.20318374847118276
5162,0.8338967507994214
5163,0.5660039032825263
5164,0.8275526021952611
5165,0.9310201450748509
5166,0.07989783119414876
5167,0.05466410075702202
5168,0.4320290391164908
5169,0.19886546058974866
5170,0.7287625732764439
5171,0.3934937127309896
5172,0.5842532203491194
5173,0.21771908081172528
5174,0.5852513619968993
5175,0.7003222272219919
5176,0.5428354475428446
5177,0.8723874318456604
5178,0.6204579223647175
5179,0.7018091202360838
5180,0.314486106747467
5181,0.096920304219588
5182,0.649871933731505
5183,0.22881684087603035
5184,0.13004719125930325
5185,0.30906783761921497
5186,0.9183450973214445
5187,0.6517090159940259
5188,0.34291866269694316
5189,0.19927932932437842
5190,0.38496833976977074
5191,0.23297670814378588
5192,0.5480988112718955
5193,0.94186912612869
5194,0.35597977237007944
5195,0.2870704208279482
5196,0.14570907235249062
5197,0.08984240178067995
5198,0.23953371978728202
5199,0.03175001767260438
5200,0.19550101205077502
5201,0.32368879106382875
5202,0.957173946440593
5203,0.34010778130399744
5204,0.47941584859489
5205,0.18039372654525077
5206,0.1123698029219139
5207,0.09998360761273754
5208,0.3064519123654223
5209,0.2260919007174984
5210,0.5439085970676611
5211,0.12442567289299879
5212,0.20551748471416167
5213,0.3677114110447934
5214,0.3167197300664169
5215,0.7082598023520172
5216,0.06832543617467159
5217,0.29672558747408534
5218,0.7943041199592503
5219,0.3620308950272357
5220,0.8674492916717003
5221,0.2848036435963687
5222,0.9565061248284812
5223,0.1574759763270257
5224,0.3705459597628742
5225,0.31684327118212996
5226,0.9494790708468388
5227,0.531016271819423
5228,0.0531675176073943
5229,0.5201953795093237
5230,0.8802726490451181
5231,0.49523275648262644
5232,0.4353918546352609
5233,0.26199595439098405
5234,0.4922309003101954
5235,0.18254983475096667
5236,0.3095465573753264
5237,0.16700625915953354
5238,0.7960260899920425
5239,0.03763442904158405
5240,0.9617285084908129
5241,0.021510065138583678
5242,0.6262457530970185
5243,0.7586565361264082
5244,0.5808918405022179
5245,0.19316166634616297
5246,0.9454778462397969
5247,0.29930152526992043
5248,0.21592367330868772
5249,0.19916996537786139
5250,0.786022765753583
5251,0.8731427850184759
5252,0.9141537939666675
5253,0.19429310182539924
5254,0.6640588651315358
5255,0.41212977363058734
5256,0.5273810904669001
5257,0.20982305087836817
5258,0.8694993040773898
5259,0.5510131967279578
5260,0.9442882686314309
5261,0.5272382360679065
5262,0.39357236294465325
5263,0.6475834300386979
5264,0.36725560674228275
5265,0.9789653865271266
5266,0.4633506442026446
5267,0.13865709672376567
5268,0.728685239042568
5269,0.12122140677444349
5270,0.49664732449765314
5271,0.1980757380071143
5272,0.08623649340586073
5273,0.2615088713816401
5274,0.21314573631383435
5275,0.39391648278130614
5276,0.6598299814865158
5277,0.19623038286634517
5278,0.5596036132560541
5279,0.02467364756266614
5280,0.961187566754717
5281,0.9197979228457354
5282,0.017898462310309494
5283,0.43156674939034845
5284,0.05647370494673591
5285,0.4542257605386811
5286,0.10647719760039433
5287,0.9455445758700324
5288,0.0775904019202766
5289,0.2799812434003942
5290,0.024126310618488498
5291,0.8817065859558962
5292,0.43678232126346417
5293,0.424532181499006
5294,0.2203140907951327
5295,0.2190452123829568
5296,0.9300752317303642
5297,0.7194414299671408
5298,0.8121178034202131
5299,0.17574349623950603
5300,0.24772426703647607
5301,0.15991067840074605
5302,0.3294873688238683
5303,0.29405500220864494
5304,0.5279990183100621
5305,0.1688303456164358
5306,0.44526768071123624
5307,0.7113655789934104
5308,0.6072400730632346
5309,0.9441222296377934
5310,0.1698241495178414
5311,0.2190658822848695
5312,0.6997853520778967
5313,0.10915313030079352
5314,0.8297295649979648
5315,0.11827218729054338
5316,0.9794199466874827
5317,0.10009061584099216
5318,0.4334158337865971
5319,0.33750751107245786
5320,0.5665490504584885
5321,0.3970069068050757
5322,0.28690246445926365
5323,0.24312216675915532
5324,0.07922413602379019
5325,0.9277790958633675
5326,0.5671564896998718
5327,0.10925747024055568
5328,0.9600375830887549
5329,0.8873520526143943
5330,0.3627077464200766
5331,0.7739631603696341
5332,0.9347315336997435
5333,0.24895021874059395
5334,0.5898284204577948
5335,0.3562838502507899
5336,0.12006631425801759
5337,0.9346164460337365
5338,0.5469362301602481
5339,0.24403058871073954
5340,0.3668646804563711
5341,0.07748995459767494
5342,0.2451970291319235
5343,0.31214593521794165
5344,0.8824620674807374
5345,0.960246814213969
5346,0.9117942729698827
5347,0.035832908960380966
5348,0.14472349985877567
5349,0.3299346979524083
5350,0.6879698885028057
5351,0.40056826273921786
5352,0.2009702192061526
5353,0.8626808654507344
5354,0.42357737130224205
5355,0.9529450595137099
5356,0.567150740017854
5357,0.07794339900577561
5358,0.4028455667533593
5359,0.830172293810022
5360,0.17395759782286085
5361,0.910618211329602
5362,0.03399538451868061
5363,0.5378550587001361
5364,0.22994025861252065
5365,0.5304688128842822
5366,0.77711972700784
5367,0.10975630058768614
5368,0.7057865657472748
5369,0.01708784411455445
5370,0.24250029432442666
5371,0.009877101026992144
5372,0.2438693714307419
5373,0.25885308963624903
5374,0.27783945760760986
5375,0.5318820679752215
5376,0.8089389670034355
5377,0.7735661048273152
5378,0.7503893222901503
5379,0.8825532529799082
5380,0.26772162318353365
5381,0.4145027599048259
5382,0.2337139768070878
5383,0.5383326032035595
5384,0.20613548469509013
5385,0.3821510403645072
5386,0.1732323502462642
5387,0.9483529623337488
5388,0.6278552622379894
5389,0.10454270528728239
5390,0.21192989397614134
5391,0.057861353757786754
5392,0.38199905412227053
5393,0.469372174193332
5394,0.20308633801512446
5395,0.32618661031383905
5396,0.5010017912699977
5397,0.6646399205167143
5398,0.4633458147867972
5399,0.5843477834478528
5400,0.9519336818652401
5401,0.30981027367728725
5402,0.5153930438017609
5403,0.129091761162349
5404,0.36431326438011546
5405,0.93294539654392
5406,0.8981161875284385
5407,0.9651949104332505
5408,0.9372366972238063
5409,0.13386355796698474
5410,0.1983805624285369
5411,0.6911280789560644
5412,0.4609940108793147
5413,0.18735803475422003
5414,0.3246082199930457
5415,0.1886476372080911
5416,0.14719819419841837
5417,0.33385735641505204
5418,0.25538744735317376
5419,0.4683045754160661
5420,0.2971389981823206
5421,0.3280684530353316
5422,0.3227358098102761
5423,0.20989957534103076
5424,0.8114098916837037
5425,0.8868097764828822
5426,0.1415820851248084
5427,0.3133030724960589
5428,0.956690876215764
5429,0.43832404808841935
5430,0.6968262724797392
5431,0.4556728325131157
5432,0.44224033756875214
5433,0.7223744948083898
5434,0.6258595994102352
5435,0.6516944471032204
5436,0.029119407893226517
5437,0.07020643835479784
5438,0.32183779719794353
5439,0.13123702217992897
5440,0.9571023714889468
5441,0.16286824477203463
5442,0.1503090195883922
5443,0.38452771090178944
5444,0.7028456896715177
5445,0.9341548488887391
5446,0.8261294120481989
5447,0.2505461768345398
5448,0.690130590775003
5449,0.19916498643775332
5450,0.4993142407781199
5451,0.05258785485339607
5452,0.7782961611747825
5453,0.10199848704422998
5454,0.42452524360675736
5455,0.7615651927983618
5456,0.5797448763718693
5457,0.6223948203550239
5458,0.37575984225859027
5459,0.493510225587966
5460,0.7858516524180247
5461,0.0373235144995954
5462,0.62013292540932
5463,0.12555393564632492
5464,0.0423908930226146
5465,0.5128813632952989
5466,0.17839840937121562
5467,0.26201795618600027
5468,0.30089048362414683
5469,0.7069806045615782
5470,0.18581709798798807
5471,0.3182539059697459
5472,0.48854054757378657
5473,0.9090347482065935
5474,0.17870333633378094
5475,0.9398047744171346
5476,0.14138149840982545
5477,0.9404363689443506
5478,0.3278988783962461
5479,0.13942526325181548
5480,0.06807886757472023
5481,0.938942515300205
5482,0.7359287271446204
5483,0.11593714597238795
5484,0.10605919395267784
5485,0.5526588101462473
5486,0.0494087883678353
5487,0.5328702180195992
5488,0.2654667006547609
5489,0.44377480596806584
5490,0.7876913727257409
5491,0.034677233209629704
5492,0.6187768470286569
5493,0.09773739785590871
5494,0.6699901481547251
5495,0.3665827190742229
5496,0.8248462087288665
5497,0.3420281903495924
5498,0.566605150838279
5499,0.2671842115062688
5500,0.26171601442199594
5501,0.6368026365758062
5502,0.8015610533415024
5503,0.5409525340227465
5504,0.7450914554060195
5505,0.08245460611228254
5506,0.13145656950511336
5507,0.20127851672856617
5508,0.6014676955465366
5509,0.03177669157296885
5510,0.5169542806348729
5511,0.9048249608999446
5512,0.35960011512316564
5513,0.5429884036031741
5514,0.2844681803303435
5515,0.7671812448605939
5516,0.28101874351703254
5517,0.41137124334026404
5518,0.8923018988112168
5519,0.8512509100688973
5520,0.6570027823656659
5521,0.8287419968608167
5522,0.25711869706369256
5523,0.2131567110041271
5524,0.8669972606789799
5525,0.36582671704141473
5526,0.14210340534487415
5527,0.07888527182490587
5528,0.46997881223138643
5529,0.6118920779972946
5530,0.08775846895460347
5531,0.3096409983202261
5532,0.3495274970500701
5533,0.7492147954126545
5534,0.13378691270926088
5535,0.43316322077421515
5536,0.83459986928233
5537,0.0888451946530158
5538,0.2508246629170921
5539,0.29217537104386015
5540,0.7277137091861517
5541,0.04942297803068802
5542,0.3578650216779716
5543,0.9044488319429261
5544,0.7717726286400455
5545,0.5258114733529464
5546,0.8730393258082368
5547,0.156839588531291
5548,0.7130708008858851
5549,0.3231831236709494
5550,0.2940327710644716
5551,0.3416027422376684
5552,0.42597194078964645
5553,0.38488147473920237
5554,0.028525223402282435
5555,0.6085936954531443
5556,0.2078351413054492
5557,0.7874018532592323
5558,0.9236629538804941
5559,0.499843941029454
5560,0.322031961472442
5561,0.719084504321469
5562,0.8120861455351343
5563,0.6787885388435215
5564,0.9166765530892901
5565,0.5369153772897867
5566,0.1551454459287398
5567,0.7600181385023176
5568,0.8665791149860972
5569,0.9062610587310611
5570,0.7852048882191405
5571,0.2143621474347109
5572,0.2829126693063088
5573,0.4937827741949996
5574,0.16097284883749785
5575,0.16166425294901418
5576,0.21356806935428685
5577,0.27198827492020367
5578,0.544860046231459
5579,0.017985981203209288
5580,0.716396079170171
5581,0.2484000281667564
5582,0.6175595896610153
5583,0.49644549449849407
5584,0.1851774452836109
5585,0.6971538410556917
5586,0.8909930488489779
5587,0.45041920297197363
5588,0.5227599810718505
5589,0.11176998551750898
5590,0.3652765615576972
5591,0.10465462320552224
5592,0.4709189423016918
5593,0.14733562220696125
5594,0.6237070976373708
5595,0.9134435721404807
5596,0.29251856726250575
5597,0.3796520800946638
5598,0.30446742277806566
5599,0.4388250974812271
5600,0.6491170814130511
5601,0.10263035009183957
5602,0.602536250245237
5603,0.21279214400274782
5604,0.17977900197299923
5605,0.37417554636380473
5606,0.16468699421696095
5607,0.9029759138109763
5608,0.05768786352054574
5609,0.9295507651905949
5610,0.04389412242639561
5611,0.021484849125709027
5612,0.2832385929693291
5613,0.5483704633937337
5614,0.09737283207769795
5615,0.9233408720610186
5616,0.9385428723734628
5617,0.9514651752170482
5618,0.0418123712307725
5619,0.6284573969665651
5620,0.158384164627161
5621,0.6618841405321887
5622,0.9482726501139447
5623,0.42550968563920444
5624,0.39816932533391797
5625,0.6118862179412494
5626,0.5064569120294184
5627,0.8662242966980228
5628,0.05296817086148718
5629,0.5119167832953313
5630,0.4540444637979324
5631,0.22694291061814972
5632,0.93332836685539
5633,0.5283198741686986
5634,0.8239877081748294
5635,0.535989244723609
5636,0.19809405735014754
5637,0.4452281152919833
5638,0.4315853010519065
5639,0.5675354041229725
5640,0.2752561302503219
5641,0.14522981594087744
5642,0.8084055190298368
5643,0.1543211477493215
5644,0.5012737754059295
5645,0.347107763085406
5646,0.14714933232352698
5647,0.31031555878276423
5648,0.8341325735199078
5649,0.1340933768988194
5650,0.29893554390165633
5651,0.9409760247245654
5652,0.3087443436046801
5653,0.6436050237803826
5654,0.6837511831573261
5655,0.12698272923964005
5656,0.16771569643449896
5657,0.15378230616531383
5658,0.05514465437839473
5659,0.35380757911725497
5660,0.673593515634167
5661,0.2966732177333775
5662,0.2194186713340346
5663,0.3527461135785592
5664,0.41105842453838387
5665,0.854883858561184
5666,0.8865260204983588
5667,0.21590248891231156
5668,0.8992903139104493
5669,0.5345122006411781
5670,0.6946232385236387
5671,0.4438547910882645
5672,0.886782255505959
5673,0.9314848963689064
5674,0.16513305051584048
5675,0.2587388203707748
5676,0.7120519707504879
5677,0.15208432066327063
5678,0.9526807954882539
5679,0.9098748960336237
5680,0.1459083576625797
5681,0.9357740311866339
5682,0.24507834482517732
5683,0.7711768742004035
5684,0.45642937717263643
5685,0.28203592086906365
